Symbol;Name;LastSale;MarketCap;ADR TSO;IPOyear;Sector;industry;Summary Quote
NDZ;Nordion Inc.;9.5;588138359.5;n/a;n/a;Capital Goods;Biotechnology: Laboratory Analytical Instruments;http://www.nasdaq.com/symbol/ndz
JWN;Nordstrom, Inc.;58.23;11259189930.69;n/a;n/a;Consumer Services;Clothing/Shoe/Accessory Stores;http://www.nasdaq.com/symbol/jwn
NSC;Norfolk Souther Corporation;91.26;28191156533.28;n/a;n/a;Transportation;Railroads;http://www.nasdaq.com/symbol/nsc
NTL;Nortel Inversora SA;17.1;2325892410;n/a;1997;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/ntl
NOA;North American Energy Partners, Inc.;6.13;212994426.68;n/a;2006;Energy;Oilfield Services/Equipment;http://www.nasdaq.com/symbol/noa
NRT;North European Oil Royality Trust;21.29;195667661.1;n/a;n/a;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/nrt
NU;Northeast Utilities;42.96;13536441462;n/a;n/a;Public Utilities;Electric Utilities: Central;http://www.nasdaq.com/symbol/nu
NTI;Northern Tier Energy LP;25;2302501325;n/a;2012;Energy;Integrated oil Companies;http://www.nasdaq.com/symbol/nti
NOC;Northrop Grumman Corporation;112.01;24865165201.83;n/a;n/a;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/noc
NRF;Northstar Realty Finance Corp.;14.53;4319111008.95;n/a;2004;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/nrf
NRF^A;Northstar Realty Finance Corp.;25.2;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nrf^a
NRF^B;Northstar Realty Finance Corp.;24.0101;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nrf^b
NRF^C;Northstar Realty Finance Corp.;25.13;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nrf^c
NRF^D;Northstar Realty Finance Corp.;24.38;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nrf^d
NWN;Northwest Natural Gas Company;41.5;1120606074;n/a;n/a;Public Utilities;Oil/Gas Transmission;http://www.nasdaq.com/symbol/nwn
NWE;NorthWestern Corporation;44.25;1701999343.5;n/a;n/a;Public Utilities;Power Generation;http://www.nasdaq.com/symbol/nwe
NVS;Novartis AG;79.56;193728600000;n/a;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/nvs
NVO;Novo Nordisk A/S;37.76;21900800000;n/a;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/nvo
NQ;NQ Mobile Inc.;16.19;863639521.9;n/a;2011;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/nq
NRG;NRG Energy, Inc.;27.2;8796922272;n/a;n/a;Public Utilities;Electric Utilities: Central;http://www.nasdaq.com/symbol/nrg
NYLD;NRG Yield, Inc.;38.07;2484067500;n/a;2013;Public Utilities;Electric Utilities: Central;http://www.nasdaq.com/symbol/nyld
DCM;NTT DOCOMO, Inc;15.99;66306693999;n/a;n/a;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/dcm
NUS;Nu Skin Enterprises, Inc.;81.43;4843651669.14;n/a;1996;Health Care;Other Pharmaceuticals;http://www.nasdaq.com/symbol/nus
NUE;Nucor Corporation;48.99;15589159094.55;n/a;n/a;Basic Industries;Steel/Iron Ore;http://www.nasdaq.com/symbol/nue
NS;Nustar Energy L.P.;48.44;3772801618.32;n/a;n/a;Energy;Natural Gas Distribution;http://www.nasdaq.com/symbol/ns
NSH;Nustar GP Holdings, LLC;28.05;1195731192.15;n/a;n/a;Energy;Natural Gas Distribution;http://www.nasdaq.com/symbol/nsh
NSS;NuStar Logistics, L.P.;26.24;0;n/a;n/a;Energy;Natural Gas Distribution;http://www.nasdaq.com/symbol/nss
NEA;Nuveen AMT-Free Municipal Income Fund;12.91;1018380524.07;n/a;2002;n/a;n/a;http://www.nasdaq.com/symbol/nea
NUV;Nuveen AMT-Free Municipal Value Fund;9.33;1918505937.18;n/a;1987;n/a;n/a;http://www.nasdaq.com/symbol/nuv
NUW;Nuveen AMT-Free Municipal Value Fund;15.72;207412431;n/a;2009;n/a;n/a;http://www.nasdaq.com/symbol/nuw
NAZ;Nuveen Arizona Premium Income Municipal Fund;12.54;145011130.44;n/a;1992;n/a;n/a;http://www.nasdaq.com/symbol/naz
NBB;Nuveen Build America Bond Fund;18.98;502248475.3;n/a;2010;n/a;n/a;http://www.nasdaq.com/symbol/nbb
NBD;Nuveen Build America Bond Opportunity Fund;19.9601;143817510.525;n/a;2010;n/a;n/a;http://www.nasdaq.com/symbol/nbd
NKX;Nuveen California AMT-Free Municipal Income Fund;12.74;533089515.14;n/a;2002;n/a;n/a;http://www.nasdaq.com/symbol/nkx
NAC;Nuveen California Dividend Advantage Municipal Fund;13.36;314345743.28;n/a;1999;n/a;n/a;http://www.nasdaq.com/symbol/nac
NQC;Nuveen California Investment Quality Municipal Fund, Inc.;13.71;187206005.55;n/a;1990;n/a;n/a;http://www.nasdaq.com/symbol/nqc
NCO;Nuveen California Municipal Market Opportunity Fund, Inc.;14.08;115039865.6;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nco
NCA;Nuveen California Municipal Value Fund, Inc.;9.56;241674706.36;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nca
NCP;Nuveen California Performance Plus Municipal Fund, Inc.;13.75;179013931.25;n/a;1989;n/a;n/a;http://www.nasdaq.com/symbol/ncp
NCU^C;Nuveen California Premium Income Municipal Fund;10.06;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ncu^c
NUC;Nuveen California Quality Income Municipal Fund, Inc.;14.75;327514575.5;n/a;1991;n/a;n/a;http://www.nasdaq.com/symbol/nuc
NVC;Nuveen California Select Quality Municipal Fund, Inc.;14.45;336959593.35;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nvc
NTC;Nuveen Connecticut Premium Income Municipal Fund;11.98;175973932.48;n/a;1993;n/a;n/a;http://www.nasdaq.com/symbol/ntc
NTC^C;Nuveen Connecticut Premium Income Municipal Fund;10.03;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ntc^c
NTC^D;Nuveen Connecticut Premium Income Municipal Fund;10.04;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ntc^d
NTC^E;Nuveen Connecticut Premium Income Municipal Fund;10.0301;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ntc^e
NTC^F;Nuveen Connecticut Premium Income Municipal Fund;10.0399;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ntc^f
NTC^G;Nuveen Connecticut Premium Income Municipal Fund;10.05;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ntc^g
JCE;Nuveen Core Equity Alpha Fund;16.92;271086927.12;n/a;2007;n/a;n/a;http://www.nasdaq.com/symbol/jce
JQC;Nuveen Credit Strategies Income Fund;9.55;1301018694.2;n/a;2003;n/a;n/a;http://www.nasdaq.com/symbol/jqc
JGT;Nuveen Diversified Currency Opportunities Fund;9.91;425521862.94;n/a;2007;n/a;n/a;http://www.nasdaq.com/symbol/jgt
JDD;Nuveen Diversified Dividend and Income Fund;11.17;222704075.49;n/a;2003;n/a;n/a;http://www.nasdaq.com/symbol/jdd
NAD;Nuveen Dividend Advantage Municipal Fund;13.45;528535934.4;n/a;1999;n/a;n/a;http://www.nasdaq.com/symbol/nad
NZF^C;Nuveen Dividend Advantage Municipal Fund 3;10.0835;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nzf^c
JMF;Nuveen Energy MLP Total Return Fund;18.8;740576913.2;n/a;2011;n/a;n/a;http://www.nasdaq.com/symbol/jmf
NEV;Nuveen Enhanced Municipal Value Fund;13.9;291912440.5;n/a;2009;n/a;n/a;http://www.nasdaq.com/symbol/nev
JLA;Nuveen Equity Premium Advantage Fund;12.56;322533477.52;n/a;2005;n/a;n/a;http://www.nasdaq.com/symbol/jla
JPG;Nuveen Equity Premium and Growth Fund;13.96;226639790.32;n/a;2005;n/a;n/a;http://www.nasdaq.com/symbol/jpg
JPZ;Nuveen Equity Premium Income Fund;12.35;475042416.55;n/a;2004;n/a;n/a;http://www.nasdaq.com/symbol/jpz
JSN;Nuveen Equity Premium Opportunity Fund;12.4831;829973157.1264;n/a;2005;n/a;n/a;http://www.nasdaq.com/symbol/jsn
JPW;Nuveen Flexible Investment Income Fund;16.61;0;n/a;2013;n/a;n/a;http://www.nasdaq.com/symbol/jpw
JFR;Nuveen Floating Rate Income Fund;12.12;607066293.36;n/a;2004;n/a;n/a;http://www.nasdaq.com/symbol/jfr
JRO;Nuveen Floating Rate Income Opportuntiy Fund;12.22;403000850.46;n/a;2004;n/a;n/a;http://www.nasdaq.com/symbol/jro
NKG;Nuveen Georgia Dividend Advantage Municipal Fund 2;12.09;127528294.14;n/a;2002;n/a;n/a;http://www.nasdaq.com/symbol/nkg
NKG^C;Nuveen Georgia Dividend Advantage Municipal Fund 2;10.17;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nkg^c
NKG^D;Nuveen Georgia Dividend Advantage Municipal Fund 2;10.05;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nkg^d
JGV;Nuveen Global Equity Income Fund ;12.75;244967139.75;n/a;2006;n/a;n/a;http://www.nasdaq.com/symbol/jgv
JGG;Nuveen Global Income Opportunites Fund;11.2;104821001.6;n/a;2006;n/a;n/a;http://www.nasdaq.com/symbol/jgg
NXC;Nuveen Insured California Select Tax-Free Income Portfolio;14.02;87943632.54;n/a;1992;n/a;n/a;http://www.nasdaq.com/symbol/nxc
NXN;Nuveen Insured New York Select Tax-Free Income Portfolio;13.47;52855943.25;n/a;1992;n/a;n/a;http://www.nasdaq.com/symbol/nxn
NID;Nuveen Intermediate Duration Municipal Term Fund;11.72;549781215.2;n/a;2012;n/a;n/a;http://www.nasdaq.com/symbol/nid
NQM;Nuveen Investment Quality Municipal Fund, Inc.;14.26;513021638.72;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nqm
NMY;Nuveen Maryland Premium Income Municipal Fund;12.31;296728438.46;n/a;1993;n/a;n/a;http://www.nasdaq.com/symbol/nmy
NMY^C;Nuveen Maryland Premium Income Municipal Fund;10.04;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nmy^c
NMY^D;Nuveen Maryland Premium Income Municipal Fund;10.1397;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nmy^d
NMY^E;Nuveen Maryland Premium Income Municipal Fund;10.03;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nmy^e
NMY^F;Nuveen Maryland Premium Income Municipal Fund;10.0301;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nmy^f
NMY^G;Nuveen Maryland Premium Income Municipal Fund;10.06;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nmy^g
NMY^H;Nuveen Maryland Premium Income Municipal Fund;10.0812;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nmy^h
NGX^C;Nuveen Massachusetts AMT-Free Municipal Income Fund;10.04;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ngx^c
NMT;Nuveen Massachusetts Premium Income Municipal Fund;12.63;60305572.44;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nmt
NMT^C;Nuveen Massachusetts Premium Income Municipal Fund;10.04;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nmt^c
NMT^D;Nuveen Massachusetts Premium Income Municipal Fund;10.05;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nmt^d
NUM;Nuveen Michigan Quality Income Municipal Fund;13.08;272694285.96;n/a;1991;n/a;n/a;http://www.nasdaq.com/symbol/num
NOM^C;Nuveen Missouri Premium Income Municipal Fund;10.07;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nom^c
JLS;Nuveen Mortgage Opportunity Term Fund;23.85;378570310.65;n/a;2009;n/a;n/a;http://www.nasdaq.com/symbol/jls
NMA;Nuveen Municipal Advantage Fund, Inc.;12.75;557141952;n/a;1989;n/a;n/a;http://www.nasdaq.com/symbol/nma
NMI;Nuveen Municipal Income Fund, Inc.;10.96;90691369.6;n/a;1988;n/a;n/a;http://www.nasdaq.com/symbol/nmi
NMO;Nuveen Municipal Market Opportunity Fund, Inc.;12.56;576177879.6;n/a;1990;n/a;n/a;http://www.nasdaq.com/symbol/nmo
NIO;Nuveen Municipal Opportunity Fund, Inc.;13.65;1305089754.15;n/a;1991;n/a;n/a;http://www.nasdaq.com/symbol/nio
NUJ^C;Nuveen New Jersey Dividend Advantage Municipal Fund 2;10.03;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nuj^c
NQJ;Nuveen New Jersey Investment Quality Municipal Fund, Inc.;13.08;268413829.8;n/a;1991;n/a;n/a;http://www.nasdaq.com/symbol/nqj
NNJ;Nuveen New Jersey Premium Income Municipal Fund, Inc.;13.42;162154222.34;n/a;1992;n/a;n/a;http://www.nasdaq.com/symbol/nnj
NRK;Nuveen New York AMT-Free Municipal Income Fund;12.62;1105745520.48;n/a;2002;n/a;n/a;http://www.nasdaq.com/symbol/nrk
NRK^C;Nuveen New York AMT-Free Municipal Income Fund;10.052;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nrk^c
NAN;Nuveen New York Dividend Advantage Municipal Fund;13.25;122765622.5;n/a;1999;n/a;n/a;http://www.nasdaq.com/symbol/nan
NAN^C;Nuveen New York Dividend Advantage Municipal Fund;10.07;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nan^c
NAN^D;Nuveen New York Dividend Advantage Municipal Fund;10.09;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nan^d
NXK^C;Nuveen New York Dividend Advantage Municipal Fund 2;10.05;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nxk^c
NNY;Nuveen New York Municipal Value Fund, Inc.;9.07;137717519.5;n/a;1988;n/a;n/a;http://www.nasdaq.com/symbol/nny
NNP;Nuveen New York Performance Plus Municipal Fund, Inc.;13.8;207876451.8;n/a;1989;n/a;n/a;http://www.nasdaq.com/symbol/nnp
NNC;Nuveen North Carolina Premium Income Municipal Fund;12.4;205201511.6;n/a;1993;n/a;n/a;http://www.nasdaq.com/symbol/nnc
NNC^C;Nuveen North Carolina Premium Income Municipal Fund;10.05;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nnc^c
NNC^D;Nuveen North Carolina Premium Income Municipal Fund;10.08;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nnc^d
NNC^E;Nuveen North Carolina Premium Income Municipal Fund;10.04;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nnc^e
NNC^F;Nuveen North Carolina Premium Income Municipal Fund;10.06;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nnc^f
NNC^G;Nuveen North Carolina Premium Income Municipal Fund;10.0303;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nnc^g
NUO;Nuveen Ohio Quality Income Municipal Fund;14.62;270790982.1;n/a;1991;n/a;n/a;http://www.nasdaq.com/symbol/nuo
NXM^C;Nuveen Pennsylvania Dividend Advantage Municipal Fund;10.05;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nxm^c
NVY^C;Nuveen Pennsylvania Dividend Advantage Municipal Fund 2;10.06;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nvy^c
NQP;Nuveen Pennsylvania Investment Quality Municipal Fund, Inc.;12.9884;209234084.0736;n/a;1991;n/a;n/a;http://www.nasdaq.com/symbol/nqp
NPY;Nuveen Pennsylvania Premium Income Municipal Fund II;12.51;195100343.01;n/a;1993;n/a;n/a;http://www.nasdaq.com/symbol/npy
NPP;Nuveen Performance Plus Municipal Fund, Inc.;14.13;848159679.15;n/a;1989;n/a;n/a;http://www.nasdaq.com/symbol/npp
JPI;Nuveen Preferred and Income Term Fund;22.64;514919020.72;n/a;2012;n/a;n/a;http://www.nasdaq.com/symbol/jpi
JPC;Nuveen Preferred Income Opportunites Fund;9.03;875822779.23;n/a;2003;n/a;n/a;http://www.nasdaq.com/symbol/jpc
NPF;Nuveen Premier Municipal Income Fund, Inc.;13.28;264119519.04;n/a;1991;n/a;n/a;http://www.nasdaq.com/symbol/npf
NPM;Nuveen Premium Income Municipal Fund II, Inc.;13.35;943749560.85;n/a;1992;n/a;n/a;http://www.nasdaq.com/symbol/npm
NPT;Nuveen Premium Income Municipal Fund IV, Inc.;12.33;534363100.83;n/a;1993;n/a;n/a;http://www.nasdaq.com/symbol/npt
NPI;Nuveen Premium Income Municipal Fund, Inc.;13.07;837264762.01;n/a;1988;n/a;n/a;http://www.nasdaq.com/symbol/npi
NQU;Nuveen Quality Income Municipal Fund, Inc.;13;706928183;n/a;1991;n/a;n/a;http://www.nasdaq.com/symbol/nqu
NQI;Nuveen Quality Municipal Fund, Inc.;12.56;483081099.76;n/a;1990;n/a;n/a;http://www.nasdaq.com/symbol/nqi
JTP;Nuveen Quality Preferred Income Fund;7.75;501141722;n/a;2002;n/a;n/a;http://www.nasdaq.com/symbol/jtp
JPS;Nuveen Quality Preferred Income Fund 2;8.35;1005281658.55;n/a;2002;n/a;n/a;http://www.nasdaq.com/symbol/jps
JHP;Nuveen Quality Preferred Income Fund 3;7.9601;188898402.7857;n/a;2002;n/a;n/a;http://www.nasdaq.com/symbol/jhp
JRI;Nuveen Real Asset Income and Growth Fund;17.39;165205000;n/a;2012;n/a;n/a;http://www.nasdaq.com/symbol/jri
NIM;Nuveen Select Maturities Municipal Fund;10.0501;125014399.912;n/a;1992;n/a;n/a;http://www.nasdaq.com/symbol/nim
NQS;Nuveen Select Quality Municipal Fund, Inc.;13.14;462818775.06;n/a;1991;n/a;n/a;http://www.nasdaq.com/symbol/nqs
NXP;Nuveen Select Tax Free Income Portfolio;13.33;220882232.3;n/a;1992;n/a;n/a;http://www.nasdaq.com/symbol/nxp
NXQ;Nuveen Select Tax Free Income Portfolio II;13.01;230455588.27;n/a;1992;n/a;n/a;http://www.nasdaq.com/symbol/nxq
NXR;Nuveen Select Tax Free Income Portfolio III;13.28;173245036.8;n/a;1992;n/a;n/a;http://www.nasdaq.com/symbol/nxr
NSL;Nuveen Senior Income Fund;7.22;246192917.24;n/a;1999;n/a;n/a;http://www.nasdaq.com/symbol/nsl
JSD;Nuveen Short Duration Credit Opportunities Fund;18.81;188198752.5;n/a;2011;n/a;n/a;http://www.nasdaq.com/symbol/jsd
JTD;Nuveen Tax-Advantaged Dividend Growth Fund;15.02;217653918.8;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/jtd
JTA;Nuveen Tax-Advantaged Total Return Strategy Fund;13.0099;180380246.9655;n/a;2004;n/a;n/a;http://www.nasdaq.com/symbol/jta
NTX;Nuveen Texas Quality Income Municipal Fund;13.25;129563203.75;n/a;1991;n/a;n/a;http://www.nasdaq.com/symbol/ntx
NTX^C;Nuveen Texas Quality Income Municipal Fund;10.05;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ntx^c
NPV;Nuveen Virginia Premium Income Municipal Fund;12.34;221255052.38;n/a;1993;n/a;n/a;http://www.nasdaq.com/symbol/npv
NIQ;Nuveenn Intermediate Duration Quality Municipal Term Fund;11.8696;0;n/a;2013;n/a;n/a;http://www.nasdaq.com/symbol/niq
JMT;Nuven Mortgage Opportunity Term Fund 2;23.43;113616240.54;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/jmt
NES;Nuverra Environmental Solutions, Inc.;13.67;355343625.71;n/a;n/a;Energy;Oilfield Services/Equipment;http://www.nasdaq.com/symbol/nes
NVR;NVR, Inc.;1112.59;5060100485.83;n/a;n/a;Capital Goods;Homebuilding;http://www.nasdaq.com/symbol/nvr
OAK;Oaktree Capital Group, LLC;58.86;8905152008.52;n/a;2012;Finance;Investment Managers;http://www.nasdaq.com/symbol/oak
OAS;Oasis Petroleum Inc.;41.68;3905384698.32;n/a;2010;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/oas
OXY;Occidental Petroleum Corporation;88.31;71183149592.38;n/a;n/a;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/oxy
OII;Oceaneering International, Inc.;69.36;7504574715.84;n/a;n/a;Energy;Oilfield Services/Equipment;http://www.nasdaq.com/symbol/oii
OZM;Och-Ziff Capital Management Group LLC;14.24;6574102337.6;n/a;2007;Finance;Investment Managers;http://www.nasdaq.com/symbol/ozm
OCIP;OCI Partners LP;25.15;2024575000;n/a;2013;Basic Industries;Major Chemicals;http://www.nasdaq.com/symbol/ocip
OCIR;OCI Resources LP;20.59;402555090;n/a;2013;Basic Industries;Mining & Quarrying of Nonmetallic Minerals (No Fuels);http://www.nasdaq.com/symbol/ocir
OCN;Ocwen Financial Corporation;45.4;6166361112.8;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/ocn
ODP;Office Depot, Inc.;4.96;1433818522.4;n/a;n/a;Consumer Services;Other Specialty Stores;http://www.nasdaq.com/symbol/odp
OFG;OFG Bancorp;15.34;700432637.58;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/ofg
OFG^A;OFG Bancorp;20.43;0;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/ofg^a
OFG^B;OFG Bancorp;20.3172;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ofg^b
OFG^D;OFG Bancorp;21;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ofg^d
OGE;OGE Energy Corporation;33.69;6685890363.09;n/a;n/a;Public Utilities;Electric Utilities: Central;http://www.nasdaq.com/symbol/oge
OIBR;Oi S.A.;1.66;3571668358.7;n/a;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/oibr
OIBR/C;Oi S.A.;1.81;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/oibr/c
OIS;Oil States International, Inc.;94.23;5197118828.04;n/a;2001;Energy;Metal Fabrications;http://www.nasdaq.com/symbol/ois
ODC;Oil-Dri Corporation Of America;35.26;248717693.2;n/a;n/a;Consumer Durables;Miscellaneous manufacturing industries;http://www.nasdaq.com/symbol/odc
OILT;Oiltanking Partners, L.P.;63.96;2488031335.92;n/a;2011;Energy;Natural Gas Distribution;http://www.nasdaq.com/symbol/oilt
ORI;Old Republic International Corporation;15.69;4079364697.5;n/a;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/ori
OLN;Olin Corporation;25.76;2049726291.2;n/a;n/a;Basic Industries;Major Chemicals;http://www.nasdaq.com/symbol/oln
OMG;OM Group, Inc.;33.8;1080952392;n/a;n/a;Basic Industries;Metal Fabrications;http://www.nasdaq.com/symbol/omg
OHI;Omega Healthcare Investors, Inc.;32.35;3963660425.65;n/a;1992;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/ohi
OME;Omega Protein Corporation;10.64;219488793.44;n/a;1998;Consumer Non-Durables;Packaged Foods;http://www.nasdaq.com/symbol/ome
OCR;Omnicare, Inc.;62.85;6472315688.85;n/a;n/a;Health Care;Medical/Nursing Services;http://www.nasdaq.com/symbol/ocr
OCR^A;Omnicare, Inc.;76.85;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ocr^a
OCR^B;Omnicare, Inc.;77.36;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ocr^b
OMC;Omnicom Group Inc.;73.18;18833668832.5;n/a;n/a;Technology;Advertising;http://www.nasdaq.com/symbol/omc
OMN;OMNOVA Solutions Inc.;9.5;448092029;n/a;n/a;Basic Industries;Specialty Chemicals;http://www.nasdaq.com/symbol/omn
ASGN;On Assignment, Inc.;30.41;1637265885.2;n/a;1992;Technology;Professional Services;http://www.nasdaq.com/symbol/asgn
OGS$;ONE Gas, Inc.;33.62;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ogs$
OLP;One Liberty Properties, Inc.;20.76;324803610.96;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/olp
OB;OneBeacon Insurance Group, Ltd.;14.59;1391946373.42;n/a;2006;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/ob
OKS;ONEOK Partners, L.P.;52.95;12264046337.7;n/a;n/a;Public Utilities;Natural Gas Distribution;http://www.nasdaq.com/symbol/oks
OKE;ONEOK, Inc.;66.16;13647929395.2;n/a;n/a;Public Utilities;Oil & Gas Production;http://www.nasdaq.com/symbol/oke
OKE$;ONEOK, Inc.;57.8;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/oke$
OPK;Opko Health Inc;8.17;3333274108.79;n/a;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/opk
OPY;Oppenheimer Holdings, Inc.;24.13;326058483.01;n/a;n/a;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/opy
ORCL;Oracle Corporation;37.1;166853873900;n/a;1986;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/orcl
ORAN;Orange;12.32;32418132417.44;n/a;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/oran
ORB;Orbital Sciences Corporation;23.59;1426164895.47;n/a;1990;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/orb
